Offer_ID,Offer_Name,Category,Merchant_ID,Cashback_Percentage,Reward_Points,Offer_Start_Date,Offer_End_Date
OFFER_434,First Time User: Get 5% Cashback at Zerodha Fund,Investment,MERCH_0229,5,0,2025-03-09,2025-10-14
OFFER_435,First Time User: Earn 2000 Reward Points at Apollo Clinic,Healthcare,MERCH_0160,0,2000,2025-03-22,2025-08-02
OFFER_436,Exclusive Deal: Get 10% Cashback at Shell Petrol,Fuel,MERCH_0100,10,0,2024-10-10,2025-01-17
OFFER_437,Festive Special: Earn 2000 Reward Points at Hindustan Petroleum,Fuel,MERCH_1117,0,2000,2025-03-14,2025-06-14
OFFER_438,Festive Special: Earn 1000 Reward Points at Zerodha Fund,Investment,MERCH_0229,0,1000,2025-05-18,2025-09-14
OFFER_439,Exclusive Deal: Earn 200 Reward Points at Yatra,Travel,MERCH_0556,0,200,2025-02-25,2025-11-08
OFFER_440,Super Cashback: Get 20% Cashback at Zomato,Food,MERCH_0785,20,0,2025-07-29,2025-12-26
OFFER_441,Exclusive Deal: Get 10% Cashback at Indigo,Travel,MERCH_1712,10,0,2024-12-02,2025-11-16
OFFER_442,First Time User: Get 15% Cashback at Airtel Fiber,Utility,MERCH_1629,15,0,2025-04-16,2026-02-07
OFFER_443,First Time User: Get 15% Cashback at Indian Oil,Fuel,MERCH_0836,15,0,2025-05-18,2026-02-28
OFFER_444,Exclusive Deal: Earn 200 Reward Points at Microsoft 365,Subscription,MERCH_0907,0,200,2025-03-20,2026-03-17
OFFER_445,Super Cashback: Earn 200 Reward Points at Blinkit,Grocery,MERCH_0610,0,200,2024-10-16,2025-02-28
OFFER_446,Weekend Bonanza: Get 20% Cashback at AngelOne Deposit,Investment,MERCH_0551,20,0,2025-07-15,2025-10-30
OFFER_447,Exclusive Deal: Get 5% Cashback at iCloud Storage,Subscription,MERCH_1800,5,0,2025-07-29,2026-04-28
OFFER_448,Super Cashback: Earn 5000 Reward Points at Indian Oil,Fuel,MERCH_0799,0,5000,2025-02-23,2025-07-06
OFFER_449,Weekend Bonanza: Earn 200 Reward Points at SBI General Insurance,Insurance,MERCH_1966,0,200,2025-03-06,2025-05-09
OFFER_450,Exclusive Deal: Earn 2000 Reward Points at Housing Rent Transfer,Rent,MERCH_0935,0,2000,2025-08-10,2025-12-20
OFFER_451,First Time User: Get 10% Cashback at Starbucks,Food,MERCH_0970,10,0,2024-11-07,2025-01-20
OFFER_452,First Time User: Earn 200 Reward Points at Local Tailor,Other,MERCH_0452,0,200,2025-02-23,2025-05-28
OFFER_453,Exclusive Deal: Get 15% Cashback at DPS School,Education,MERCH_0829,15,0,2025-06-25,2025-09-22
OFFER_454,Weekend Bonanza: Earn 200 Reward Points at Blinkit,Grocery,MERCH_1341,0,200,2024-12-26,2025-12-21
OFFER_455,Exclusive Deal: Get 15% Cashback at Zomato,Food,MERCH_0359,15,0,2025-01-14,2025-04-05
OFFER_456,Mega Rewards: Get 15% Cashback at Local Tailor,Other,MERCH_0452,15,0,2025-05-10,2025-10-05
OFFER_457,Mega Rewards: Earn 500 Reward Points at Amity University,Education,MERCH_0651,0,500,2025-03-29,2025-09-14
OFFER_458,Weekend Bonanza: Earn 200 Reward Points at Zomato,Food,MERCH_0359,0,200,2025-07-05,2026-04-23
OFFER_459,Weekend Bonanza: Get 15% Cashback at Ola,Travel,MERCH_0380,15,0,2025-08-23,2026-02-09
OFFER_460,First Time User: Earn 2000 Reward Points at Disney VIP,Subscription,MERCH_0149,0,2000,2024-10-19,2025-06-23
OFFER_461,Festive Special: Earn 200 Reward Points at Air India,Travel,MERCH_0990,0,200,2024-11-30,2025-04-16
OFFER_462,Mega Rewards: Earn 5000 Reward Points at Indian Oil,Fuel,MERCH_1194,0,5000,2025-04-30,2025-08-04
OFFER_463,Festive Special: Earn 5000 Reward Points at LIC India,Insurance,MERCH_0481,0,5000,2025-03-31,2025-06-12
OFFER_464,Super Cashback: Earn 1000 Reward Points at Zara,Shopping,MERCH_0776,0,1000,2025-01-14,2025-07-27
OFFER_465,Festive Special: Earn 2000 Reward Points at Punjab Grill,Dining_Out,MERCH_0137,0,2000,2025-05-27,2025-12-07
OFFER_466,Exclusive Deal: Earn 2000 Reward Points at Air India,Travel,MERCH_0205,0,2000,2025-03-02,2025-12-04
OFFER_467,Super Cashback: Get 15% Cashback at Salon & Spa,Other,MERCH_0752,15,0,2024-10-10,2025-04-30
OFFER_468,Super Cashback: Earn 1000 Reward Points at Youtube Premium,Subscription,MERCH_0078,0,1000,2025-08-23,2026-01-05
OFFER_469,Weekend Bonanza: Earn 1000 Reward Points at ICICI Lombard,Insurance,MERCH_0580,0,1000,2024-12-24,2025-11-05
OFFER_470,Weekend Bonanza: Get 20% Cashback at Local Pub,Dining_Out,MERCH_1410,20,0,2025-01-31,2025-11-24
OFFER_471,Weekend Bonanza: Earn 500 Reward Points at Uber,Travel,MERCH_1133,0,500,2025-08-02,2026-04-23
OFFER_472,Festive Special: Get 10% Cashback at Local Tailor,Other,MERCH_0452,10,0,2025-03-17,2025-05-31
OFFER_473,Festive Special: Get 20% Cashback at Microsoft 365,Subscription,MERCH_0996,20,0,2025-07-06,2025-09-15
OFFER_474,First Time User: Earn 500 Reward Points at MedPlus,Healthcare,MERCH_0125,0,500,2025-03-05,2025-12-06
OFFER_475,Exclusive Deal: Earn 5000 Reward Points at Yatra,Travel,MERCH_0567,0,5000,2025-07-01,2025-11-18
OFFER_476,Super Cashback: Earn 5000 Reward Points at Zerodha Fund,Investment,MERCH_1494,0,5000,2025-07-21,2025-09-27
OFFER_477,Super Cashback: Get 5% Cashback at Amity University,Education,MERCH_0651,5,0,2025-03-08,2025-10-19
OFFER_478,First Time User: Get 20% Cashback at Bharat Petroleum,Fuel,MERCH_1795,20,0,2024-11-03,2025-02-17
OFFER_479,Weekend Bonanza: Get 15% Cashback at NoBroker Rent,Rent,MERCH_0766,15,0,2025-04-27,2025-10-10
OFFER_480,Festive Special: Earn 2000 Reward Points at Netflix Premium,Subscription,MERCH_1005,0,2000,2024-11-30,2025-11-08
OFFER_481,Exclusive Deal: Earn 1000 Reward Points at Netflix,Entertainment,MERCH_1034,0,1000,2024-11-30,2025-09-03
OFFER_482,Mega Rewards: Get 15% Cashback at Hardware Store,Other,MERCH_0119,15,0,2025-03-22,2025-08-11
OFFER_483,Mega Rewards: Get 15% Cashback at Shell Petrol,Fuel,MERCH_0100,15,0,2024-11-23,2025-05-24
OFFER_484,Weekend Bonanza: Get 5% Cashback at Groww SIP,Investment,MERCH_1916,5,0,2024-11-20,2025-05-06
OFFER_485,Weekend Bonanza: Earn 5000 Reward Points at Booking.com,Travel,MERCH_1545,0,5000,2025-05-30,2025-09-19
OFFER_486,Super Cashback: Get 5% Cashback at Blinkit,Grocery,MERCH_1867,5,0,2024-12-03,2025-05-30
OFFER_487,Weekend Bonanza: Earn 200 Reward Points at Airtel Fiber,Utility,MERCH_1071,0,200,2025-01-29,2025-11-13
OFFER_488,Weekend Bonanza: Get 15% Cashback at H&M,Shopping,MERCH_1806,15,0,2025-04-19,2025-07-14
OFFER_489,Festive Special: Get 20% Cashback at Ola,Travel,MERCH_0380,20,0,2025-05-16,2026-01-27
OFFER_490,Super Cashback: Earn 500 Reward Points at Apollo Clinic,Healthcare,MERCH_0825,0,500,2025-07-03,2025-09-07
OFFER_491,Festive Special: Get 20% Cashback at Local Pub,Dining_Out,MERCH_0944,20,0,2025-03-27,2025-10-15
OFFER_492,Mega Rewards: Earn 5000 Reward Points at Smaaash,Entertainment,MERCH_0041,0,5000,2024-12-05,2025-06-21
OFFER_493,Festive Special: Earn 200 Reward Points at Zara,Shopping,MERCH_1428,0,200,2025-04-12,2025-08-25
OFFER_494,First Time User: Get 5% Cashback at Groww SIP,Investment,MERCH_0237,5,0,2025-01-10,2025-11-07
OFFER_495,Super Cashback: Get 10% Cashback at Blinkit,Grocery,MERCH_1670,10,0,2025-08-05,2025-11-23
OFFER_496,Super Cashback: Get 10% Cashback at Amity University,Education,MERCH_0309,10,0,2025-01-28,2026-01-22
OFFER_497,Mega Rewards: Earn 200 Reward Points at Disney+ Hotstar,Entertainment,MERCH_1164,0,200,2025-08-22,2026-01-05
OFFER_498,Super Cashback: Get 20% Cashback at Jio Fiber,Utility,MERCH_0126,20,0,2024-10-24,2025-05-10
OFFER_499,First Time User: Get 10% Cashback at Cred RentPay,Rent,MERCH_1060,10,0,2024-11-21,2025-10-23
OFFER_500,First Time User: Get 20% Cashback at DPS School,Education,MERCH_1193,20,0,2024-11-15,2025-01-18
